MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.4286,37.0,5.835365853658536,1.120481927710843,1167.0,2.835365853658536,37.73,-122.14,1.875
3.4698,38.0,5.36734693877551,1.0369127516778522,1330.0,2.9397590361445785,38.88,-122.08,0.85
3.4801,31.0,6.702898550724638,1.0289855072463767,2064.0,3.2481884057971016,34.04,-118.12,2.5
2.5917,30.0,3.9716981132075473,0.9622641509433962,303.0,2.7749445676274944,37.77,-120.67,0.859
3.5518,24.0,4.863275039745628,1.118532455315146,2064.0,3.2813990461049283,33.89,-118.26,1.181
2.7451,18.0,4.295285359801489,1.0594044665012408,866.0,2.1488833746898264,38.88,-122.91,0.905
2.5504,27.0,4.633540372670807,1.1108647450110865,2294.0,2.403022670025189,33.9,-120.85,3.409
5.4337,16.0,5.901162790697675,1.0116279069767442,1423.0,3.0290697674418605,38.58,-121.98,0.911
4.0167,50.0,5.901162790697675,1.0116279069767442,1117.0,3.0290697674418605,33.9,-118.35,1.398
2.5504,28.0,3.725552050473186,1.1093585699263933,2734.0,2.883280757097792,33.76,-118.09,3.409
2.8793,52.0,5.492990654205608,1.0118110236220472,657.0,4.466027178257394,34.02,-118.12,2.027
3.4919,12.0,4.962825278810409,1.0483271375464684,2515.0,3.758364312267658,34.08,-118.27,1.362
3.9336,28.0,5.45136186770428,1.1361867704280155,967.0,3.762645914396887,37.3,-120.4,1.294
2.8793,36.0,5.311643835616438,0.928082191780822,1011.0,3.458904109589041,32.73,-117.91,0.911
1.7038,12.0,3.83011583011583,1.0794044665012408,387.0,2.82660687593423,34.05,-118.27,1.465
2.788,26.0,3.6946902654867255,1.0117994100294985,892.0,4.418141592920354,34.04,-118.17,2.145
3.4193,18.0,3.8483935742971886,1.0118110236220472,3795.0,2.4384615384615387,33.74,-117.91,2.25
3.3409,35.0,3.974609375,1.0937098844672657,1705.0,4.070603337612323,34.2,-121.3,1.587
2.5417,41.0,5.267175572519084,1.020979020979021,240.0,3.458904109589041,37.43,-120.97,0.713
2.6471,25.0,3.814946619217082,0.9706666666666668,1125.0,3.039348710990502,38.58,-121.3,0.907
3.4286,29.0,6.233817701453105,1.0013210039630118,1980.0,2.6155878467635403,36.53,-119.46,0.948
4.2234,16.0,4.682678311499272,1.042212518195051,2054.0,2.98981077147016,37.16,-122.17,1.621
3.4698,31.0,5.039383561643835,1.1986062717770034,934.0,3.3310104529616726,33.9,-118.35,1.869
4.2297,24.0,4.646983311938382,1.0937098844672657,3171.0,3.947895791583168,37.34,-119.19,2.186
3.0,36.0,5.086021505376344,1.0417633410672853,1564.0,3.0,32.83,-116.91,2.718
2.0388,13.0,5.586466165413534,1.0602409638554218,1970.0,3.706766917293233,34.11,-117.22,1.465
3.5417,28.0,5.826196473551637,1.1589825119236885,1795.0,3.4444444444444446,34.25,-118.23,1.6
3.4286,30.0,6.923128792987188,1.0359589041095891,244.0,2.87905604719764,37.78,-120.37,0.851
3.4286,52.0,4.28169014084507,1.1948356807511735,892.0,2.0938967136150235,34.08,-118.12,1.575
2.5504,12.0,5.658008658008658,1.0703812316715542,2240.0,3.164222873900293,34.04,-118.27,1.784
2.754,24.0,2.642540620384047,1.0029542097488922,2300.0,3.397341211225997,34.19,-118.43,1.982
3.0875,31.0,5.680890538033395,1.1057513914656771,1263.0,2.3432282003710574,32.77,-117.09,2.581
4.7147,29.0,5.658008658008658,1.0462535760728218,810.0,2.4525357607282183,37.73,-122.16,1.426
2.6471,30.0,4.646983311938382,1.0602409638554218,934.0,3.397341211225997,34.2,-117.98,1.846
2.8793,38.0,6.233817701453105,1.0029542097488922,890.0,2.870967741935484,38.88,-122.16,0.966
3.7917,42.0,4.5943012211668925,1.0359589041095891,2240.0,3.039348710990502,33.73,-118.43,1.294
1.2254,42.0,2.096692111959288,1.1603053435114503,3795.0,3.21882951653944,34.06,-118.09,1.798
3.6908,52.0,4.962825278810409,1.0483271375464684,1011.0,3.758364312267658,33.72,-118.28,1.575
3.8233,38.0,5.18974358974359,1.0461538461538462,1030.0,2.641025641025641,32.77,-117.05,1.431
3.5417,38.0,3.873741994510522,1.0524781341107872,1423.0,1.6541628545288198,36.61,-119.45,2.25
3.4193,52.0,4.537074148296593,1.006012024048096,1970.0,3.947895791583168,33.83,-117.98,2.111
4.0767,5.0,5.460474308300396,1.0889328063241106,3207.0,3.16897233201581,34.04,-117.76,2.111
3.7813,42.0,5.45136186770428,1.1361867704280155,956.0,3.454,34.03,-118.36,1.42
2.5417,30.0,5.086021505376344,1.1720430107526882,242.0,2.6021505376344085,38.01,-120.37,4.65
4.105,24.0,5.45136451364513,1.0462962962962965,1543.0,3.762645914396887,37.3,-122.16,4.65
2.5504,13.0,4.646983311938382,1.1093585699263933,1125.0,3.725552050473186,36.06,-119.01,0.477
6.1323,29.0,6.28951048951049,1.020979020979021,1846.0,2.581818181818182,36.71,-122.39,3.4
2.5,28.0,4.061594202898551,1.0543478260869563,762.0,2.760869565217391,33.87,-117.91,1.438
3.7813,29.0,5.826196473551637,1.035264483627204,954.0,2.403022670025189,38.35,-122.7,2.554
1.6812,50.0,4.192200557103064,1.0222841225626742,1392.0,3.877437325905293,34.04,-118.27,1.51
4.0167,25.0,4.023076923076923,1.0153256704980842,1302.0,2.4942528735632186,34.02,-117.66,2.021
2.8793,42.0,5.062730627306273,1.014760147601476,240.0,2.487084870848709,38.58,-122.41,0.804
2.9485,37.0,5.390243902439025,1.1348617666891436,1846.0,3.341874578556979,37.73,-119.75,0.514
4.105,16.0,6.035962877030163,1.0417633410672853,2515.0,2.917633410672854,32.83,-116.91,2.111
3.4801,42.0,3.977154724818276,1.0543478260869563,943.0,1.3603322949117342,37.8,-122.1,2.915
2.5504,51.0,3.725552050473186,1.1022044088176353,752.0,1.565130260521042,33.96,-118.36,4.056
5.0758,31.0,6.378,1.0013210039630118,954.0,3.454,37.69,-122.39,2.539
3.5962,28.0,3.771498771498772,1.1108647450110865,1310.0,4.856655290102389,37.37,-120.67,0.859
3.7917,26.0,5.626506024096385,1.120481927710843,244.0,2.849462365591398,38.88,-121.13,0.498
3.4286,5.0,4.28169014084507,1.1948356807511735,892.0,2.0938967136150235,32.75,-117.23,1.438
3.8201,48.0,5.01119104716227,1.0223820943245403,530.0,4.466027178257394,34.02,-117.91,1.232
3.5962,19.0,5.460474308300396,1.0945454545454545,3207.0,3.1404199475065617,36.79,-119.68,0.859
5.5563,15.0,6.326530612244898,1.0117994100294985,1704.0,2.846975088967972,34.04,-117.91,3.615
4.2297,33.0,3.974609375,1.185877466251298,934.0,1.3603322949117342,33.74,-118.3,4.25
1.23,29.0,5.390243902439025,1.1348617666891436,1846.0,3.341874578556979,38.03,-121.95,0.851
3.4919,24.0,5.901162790697675,1.0029542097488922,2039.0,2.947895791583168,40.92,-119.79,0.967
2.7451,27.0,5.586466165413534,1.1589825119236885,1795.0,3.253554502369668,34.04,-118.27,1.56
5.5061,16.0,3.974609375,1.185877466251298,1795.0,1.3603322949117342,34.05,-117.09,4.25
3.5417,16.0,5.311643835616438,0.928082191780822,1010.0,3.458904109589041,36.79,-119.68,0.713
3.5417,14.0,5.492990654205608,1.028037388007246,2300.0,2.483644859813084,37.73,-122.39,1.388
2.7451,20.0,5.531481481481482,1.021543985637343,2300.0,2.9353680430879714,32.84,-117.09,1.362
2.8347,17.0,5.835365853658536,1.1097560975609757,1705.0,4.7682926829268295,34.04,-117.76,1.587
3.7813,24.0,5.1525,1.02803738317757,954.0,2.7720364741641337,34.05,-118.28,1.505
3.4286,34.0,4.532051282051282,1.0192307692307692,381.0,2.4423076923076925,37.6,-122.28,2.915
3.4193,45.0,4.537074148296593,1.006012024048096,1970.0,3.947895791583168,33.73,-117.87,1.784
3.65,16.0,4.863275039745628,0.9706666666666668,1010.0,2.1647286821705425,32.75,-117.91,0.713
2.0388,38.0,5.586466165413534,1.020979020979021,240.0,3.706766917293233,36.62,-120.67,0.894
5.6874,5.0,6.151458137347131,1.0889328063241106,1310.0,3.16897233201581,37.14,-121.93,4.056
3.0875,26.0,5.251482799525504,0.9547325102880658,2742.0,2.883280757097792,33.96,-118.36,1.426
3.4193,31.0,5.390243902439025,1.1986062717770034,956.0,2.832797427652733,33.9,-118.35,3.4
3.4801,35.0,5.826196473551637,1.0297029702970295,954.0,2.403022670025189,33.68,-117.76,2.78
4.7933,19.0,6.0,0.9566929133858268,2400.0,2.846975088967972,34.19,-119.18,3.409
2.9485,41.0,4.537074148296593,1.0013210039630118,1970.0,3.050387596899225,37.51,-122.14,0.911
4.2297,26.0,5.3580246913580245,1.1334586466165413,1972.0,3.706766917293233,34.11,-117.66,1.587
2.5417,30.0,5.086021505376344,1.1720430107526882,242.0,2.6021505376344085,38.01,-117.91,2.25
3.4286,31.0,5.36734693877551,1.0081632653061223,3382.0,3.255411255411256,34.04,-118.31,2.198
2.5504,29.0,4.151458137347131,1.1093585699263933,2294.0,2.658536585365814,33.76,-117.91,1.513
2.6036,29.0,3.327698309492848,1.023407022106632,1886.0,2.4525357607282183,34.25,-117.91,2.519
4.0167,34.0,5.553191489361702,1.0153256704980842,1302.0,2.851851851851852,33.51,-117.65,2.111
1.8696,24.0,5.251482799525504,1.0493273542600896,3207.0,3.758364312267658,34.04,-118.18,0.725
3.1053,37.0,4.061594202898551,1.0445736434108528,1169.0,2.82660687593423,33.92,-121.97,1.384
3.4698,52.0,4.192200557103064,1.2274881516587677,2039.0,2.849462365591398,37.8,-122.39,2.5
3.8201,29.0,4.696308724832215,1.0369127516778522,4956.0,3.848993288590604,34.46,-117.14,5.00001
3.4286,29.0,5.37218045112782,1.0369127516778522,892.0,2.4423076923076925,37.69,-122.1,1.375
3.5518,16.0,3.9716981132075473,0.9622641509433962,1010.0,2.858490566037736,37.78,-120.85,0.713
4.1346,26.0,5.626506024096385,1.120481927710843,244.0,2.9397590361445785,33.9,-118.37,1.505
2.5504,26.0,3.725552050473186,1.1093585699263933,2742.0,2.883280757097792,37.88,-122.16,0.948
4.2287,52.0,3.977154724818276,1.185877466251298,1310.0,1.3603322949117342,37.88,-122.44,3.4
4.375,29.0,4.532051282051282,1.1022044088176353,381.0,2.4423076923076925,34.03,-118.36,1.505
3.65,38.0,5.978021978021978,1.0493273542600896,240.0,2.6373626373626373,40.55,-124.13,1.338
3.7917,34.0,6.826254826254827,1.0297029702970295,1704.0,2.8262548262548264,37.75,-122.14,2.198
2.6343,15.0,4.696308724832215,1.0369127516778522,2400.0,3.848993288590604,37.73,-120.93,1.875
2.1875,25.0,4.021638330757342,1.0369127516778522,317.0,3.031638330757342,33.73,-117.91,1.232
4.7147,12.0,4.537074148296593,0.9750889679715302,2400.0,2.846975088967972,34.08,-117.61,4.65
2.8793,27.0,5.55319148955319,1.0772200772200773,732.0,3.138181818181818,37.75,-122.77,2.145
1.6812,13.0,4.192200557103064,1.0222841225626742,240.0,3.877437325905293,40.55,-119.01,0.907
3.9063,35.0,6.8927392739273925,1.0297029702970295,1704.0,2.811881188118812,33.76,-117.96,1.438
3.4193,45.0,4.537074148296593,1.006012024048096,1970.0,3.947895791583168,33.73,-117.98,5.00001
3.4286,31.0,5.658008658008658,1.0606060606060606,1574.0,3.255411255411256,32.84,-116.95,3.615
3.4801,52.0,4.62962962962963,1.0462962962962965,1125.0,2.4444444444444446,32.71,-117.14,5.00001
3.4286,31.0,5.658008658008658,1.0606060606060606,1125.0,3.255411255411256,38.58,-121.3,0.658
3.9063,52.0,4.633540372670807,0.9006211180124224,1310.0,2.4037267080745344,33.9,-117.76,2.786
1.6953,19.0,2.797945205479452,1.0687397708674304,1011.0,3.758364312267658,38.08,-122.08,0.966
1.4577,28.0,5.923503325942351,1.1108647450110865,781.0,2.7749445676274944,38.88,-120.85,0.966
8.1132,35.0,6.87905604719764,1.0117994100294985,1793.0,3.2813990461049283,34.18,-118.26,1.181
1.6812,38.0,3.977154724818276,1.049800865217391,1011.0,2.7720364741641337,37.8,-120.85,0.498
3.5962,28.0,3.981182795698925,1.1108647450110865,2240.0,4.147849462365591,37.6,-120.67,0.905
3.4801,18.0,5.251482799525504,1.0118110236220472,1423.0,2.781710914454277,34.18,-117.91,2.819
5.3668,27.0,6.702898550724638,1.0289855072463767,1793.0,3.2481884057971016,33.96,-118.37,4.056
3.6908,18.0,5.923503325942351,1.1108647450110865,2503.0,2.9225,40.5,-120.67,1.869
2.9485,31.0,5.390243902439025,1.1986062717770034,956.0,3.341874578556979,33.9,-118.35,1.42
3.5518,29.0,4.061594202898551,1.0543478260869563,762.0,2.760869565217391,33.87,-117.91,1.158
2.6343,14.0,4.696308724832215,1.0369127516778522,810.0,3.848993288590604,37.73,-120.93,1.621
3.4193,8.0,5.901162790697675,1.006012024048096,1980.0,2.947895791583168,37.43,-119.68,0.988
3.4286,29.0,5.193548387096774,1.0543478260869563,954.0,3.0916030534354837,33.87,-118.28,1.438
5.0839,35.0,6.233817701453105,1.0889328063241106,1689.0,3.16897233201581,37.6,-121.95,2.021
2.9485,26.0,5.626506024096385,1.120481927710843,244.0,2.9397590361445785,37.48,-121.02,0.907
1.9906,29.0,5.649606299212598,1.9903225806451608,890.0,2.870967741935484,38.88,-122.72,0.988
2.8347,29.0,4.6335406779661,1.0425925925925923,381.0,2.6335406779661,37.6,-121.98,3.409
3.4698,38.0,5.6327272727273,1.0945454545454545,1310.0,3.138181818181818,33.73,-117.98,2.786
1.6196,31.0,4.633540372670807,1.1022044088176353,781.0,1.565130260521042,37.48,-121.98,1.56
5.0839,36.0,6.221719457013575,1.0950226244343892,670.0,3.0316742081447963,33.89,-118.02,2.186
1.658,38.0,4.633540372670807,0.9006211180124224,2192.0,2.4037267080745344,37.77,-122.1,0.658
3.6682,30.0,5.086021505376344,1.0937098844672657,2503.0,2.6021505376344085,34.2,-119.01,2.197
3.5518,34.0,4.863275039745628,1.0223820943245403,381.0,2.4423076923076925,34.02,-117.91,1.42
2.5417,30.0,5.086021505376344,1.120481927710843,242.0,2.6021505376344085,38.01,-120.37,1.896
3.4679,22.0,3.8483935742971886,1.0602409638554218,3795.0,2.200803212851405,33.73,-117.98,2.205
5.0839,51.0,6.1656441717791415,1.1022044088176353,1980.0,2.785276073619632,33.89,-118.28,1.465
3.5518,30.0,5.680890538033395,1.1057513914656771,2294.0,2.3432282003710574,32.77,-117.91,0.905
4.2297,32.0,3.9716981132075473,0.9398034398034398,934.0,1.82421875,37.59,-122.08,1.56
1.9906,29.0,8.970967741935484,1.9903225806451608,890.0,2.870967741935484,38.88,-122.72,0.948
3.1053,27.0,5.267175572519084,1.0369127516778522,781.0,2.9397590361445785,37.48,-120.93,0.967
3.1053,37.0,5.447674418604652,1.0445736434108528,1030.0,3.050387596899225,37.37,-122.22,1.181
1.9602,38.0,5.01119104716227,1.0223820943245403,530.0,4.466027178257394,34.02,-119.68,0.514
4.375,18.0,4.696308724832215,1.0118110236220472,1423.0,2.781710914454277,33.98,-118.23,2.915
1.6563,30.0,5.01119104716227,1.0223820943245403,781.0,3.877437325905293,40.92,-124.13,4.65
3.1607,18.0,3.83011583011583,1.0498008652175441,2503.0,2.82660687593423,40.86,-124.06,0.498
2.7457,32.0,4.28169014084507,1.1022044088176353,657.0,2.851851851851852,32.75,-117.15,2.556
2.9485,18.0,3.327698309492848,1.0029542097488922,1891.0,2.4525357607282183,34.2,-118.59,0.514
5.5563,16.0,6.035962877030163,1.0417633410672853,2515.0,2.717633410672854,34.04,-116.91,2.718
3.1053,36.0,5.447674418604652,1.0445736434108528,1310.0,3.050387596899225,38.61,-122.14,0.514
2.4281,18.0,6.0,1.0118110236220472,657.0,2.5866141732283463,36.29,-120.67,0.859
4.105,16.0,6.035962877030163,1.0417633410672853,2039.0,2.917633410672854,32.83,-116.91,2.145
2.7457,25.0,4.5943012211668925,1.0222841225626742,1392.0,2.4525357607282183,37.67,-122.39,2.519
3.7813,16.0,4.466027397262,1.02803738317757,2039.0,3.2739726027397262,37.37,-122.39,1.504
5.4337,45.0,5.649606299212598,1.0117994100294985,943.0,3.454,34.18,-118.12,2.819
3.0875,45.0,4.881782945736434,1.0406976744186047,1117.0,2.1647286821705425,34.08,-118.37,1.77
2.7457,42.0,4.537074148296593,1.0425925925925923,1970.0,3.644329896907216,33.73,-118.08,1.644
3.725,29.0,5.492990654205608,1.0117994100294985,934.0,3.758364312267658,37.43,-122.39,1.56
3.6682,12.0,5.251482799525504,0.9750889679715302,2400.0,2.846975088967972,34.03,-118.08,2.041
3.4193,14.0,5.390243902439025,1.1948356807511735,1795.0,2.0938967136150235,33.73,-117.23,1.375
6.6073,29.0,3.974609375,1.1948356807511735,890.0,2.870967741935484,34.08,-118.75,4.05
3.4919,44.0,5.138418079096045,1.0310734463276836,1392.0,3.211864406779661,37.75,-122.5,2.519
2.7451,14.0,4.295285359801489,1.0794044665012408,1938.0,3.1404199475065617,37.48,-122.1,1.338
3.6908,45.0,4.537074148296593,0.9601769911504424,1970.0,3.7075149811320474,33.92,-118.27,1.869
4.2287,33.0,5.138418079096045,1.0310734463276836,1137.0,3.211864406779661,37.75,-122.5,4.05
3.0917,15.0,6.059139784946237,1.010752688172043,416.0,2.849462365591398,40.86,-119.68,0.713
1.7038,27.0,2.647294589178357,1.1093585699263933,1795.0,3.3587223587223587,33.98,-117.98,3.615
2.1875,51.0,4.021638330757342,1.1035548686244203,908.0,2.054,34.04,-118.43,3.375
4.2234,35.0,4.023076923076923,1.021543985637343,1117.0,3.0316742081447963,34.03,-118.46,1.982
4.105,16.0,6.035962877030163,1.0417633410672853,1705.0,2.917633410672854,32.83,-116.91,1.744
4.2234,16.0,4.682678311499272,1.042212518195051,2054.0,2.98981077147016,32.9,-117.14,2.041
6.2028,27.0,6.702898550724638,1.0483271375464684,1793.0,3.758364312267658,33.92,-117.98,1.575
2.5504,42.0,4.023076923076923,1.0950226244343892,873.0,3.0316742081447963,33.89,-118.02,1.426
4.2297,47.0,4.537074148296593,1.0081632653061223,3207.0,3.204081632653061,34.03,-117.66,1.42
3.5435,14.0,5.553191489361702,1.0687397708674304,956.0,2.785276073619632,40.55,-120.37,0.988
3.5962,16.0,5.923503325942351,1.1108647450110865,2503.0,2.7749445676274944,40.5,-120.67,0.458
2.8347,24.0,6.87905604719764,1.1097560975609757,1392.0,2.883280757097792,37.96,-120.4,1.587
1.9906,38.0,5.460474308300396,1.0889328063241106,2039.0,3.16897233201581,32.77,-117.91,2.901
3.65,32.0,4.633540372670807,0.978021978021978,873.0,2.7720364741641337,38.46,-122.1,1.77
4.1346,26.0,5.626506024096385,1.120481927710843,244.0,2.9397590361445785,37.48,-121.02,1.875
2.9336,16.0,4.707667731629393,1.0417633410672853,810.0,2.917633410672854,32.83,-117.34,1.625
3.7917,38.0,5.3580246913580245,1.0029542097488922,1574.0,2.3432282003710574,32.77,-117.95,0.905
2.6343,24.0,5.531481481481482,1.0425925925925923,2064.0,2.634322820037106,37.96,-121.98,3.409
3.4193,30.0,5.901162790697675,1.006012024048096,1980.0,3.947895791583168,36.61,-119.01,1.784
3.6908,38.0,4.962825278810409,1.0483271375464684,1011.0,3.758364312267658,33.92,-118.08,1.875
1.3071,51.0,2.1647286821705425,1.1022044088176353,3795.0,2.05564142194745,37.48,-122.7,1.77
2.5417,30.0,5.086021505376344,1.0889328063241106,242.0,2.6021505376344085,38.01,-120.37,2.78
3.5435,38.0,3.725552050473186,1.0794044665012408,1553.0,3.644329896907216,37.37,-122.16,0.851
3.5962,28.0,5.45136186770428,1.1361867704280155,967.0,3.762645914396887,37.3,-120.4,0.859
1.2254,37.0,4.28169014084507,1.0305343511450382,1263.0,3.0916030534351147,34.03,-117.66,1.375
5.5061,17.0,6.923128792987188,1.1348617666891436,693.0,3.341874578556979,34.46,-118.5,2.394
2.8793,16.0,4.28169014084507,1.0950226244343892,892.0,3.2481884057971016,34.08,-118.31,1.338
3.4286,27.0,5.658008658008658,1.0297029702970295,752.0,3.255411255411256,32.84,-117.34,1.398
3.5518,34.0,4.962825278810409,1.1986062717770034,3795.0,2.0938967136150235,34.04,-118.36,1.504
2.9485,34.0,5.901162790697675,1.0116279069767442,1574.0,3.0290697674418605,32.9,-117.22,1.575
5.4337,4.0,6.142857142857143,1.0729483282674772,1891.0,2.7720364741641337,38.61,-121.02,1.674
3.1053,14.0,5.978021978021978,1.0445736434108528,1392.0,2.6373626373626373,38.08,-122.22,1.625
2.8793,42.0,5.062730627306273,1.014760147601476,674.0,2.487084870848709,38.58,-122.39,0.713
1.7038,29.0,7.757009345794392,1.102803738317757,781.0,3.425233644859813,36.62,-119.01,2.78
2.82017,22.0,6.252615844544096,0.9750889679715302,906.0,3.21882951653944,37.48,-124.06,2.819
6.1064,36.0,3.83011583011583,1.0945454545454545,1117.0,2.8262548262548264,33.96,-118.36,4.05
4.2287,16.0,5.6874358974359,1.102803738317757,733.0,3.425233644859813,33.16,-117.98,1.896
1.6812,25.0,4.192200557103064,1.0222841225626742,1392.0,3.877437325905293,36.06,-120.67,1.896
3.0917,34.0,6.221719457013575,1.2274881516587677,1891.0,2.82660687593423,33.89,-118.08,2.25
4.2297,47.0,3.873741994510522,1.0576395242451968,1808.0,2.658536585365854,37.45,-122.16,2.205
3.6682,31.0,5.390243902439025,1.1986062717770034,3795.0,3.341874578556979,33.9,-118.28,1.158
2.6036,29.0,3.327698309492848,1.023407022106632,1886.0,3.327698309492848,34.25,-118.36,2.5
1.6812,25.0,4.192200557103064,1.0222841225626742,1392.0,3.877437325905293,37.48,-122.16,2.205
2.2679,22.0,3.9716981132075473,0.9622641509433962,303.0,2.858490566037736,33.83,-120.85,1.232
5.0839,31.0,6.059139784946237,1.010752688172043,530.0,2.849462365591398,38.87,-121.13,4.65
3.9063,41.0,4.633540372670807,0.9006211180124224,387.0,2.4037267080745344,37.69,-122.1,2.394
1.6812,38.0,4.192200557103064,1.0222841225626742,1392.0,3.877437325905293,37.48,-122.41,1.232
3.9063,42.0,4.633540372670807,0.9006211180124224,1727.0,2.4037267080745344,33.73,-117.91,4.466
3.0,18.0,5.649606299212598,1.0118110236220472,2240.0,2.5866141732283463,36.29,-119.15,2.901
2.754,26.0,7.757009345794392,1.102803738317757,733.0,3.425233644859813,33.73,-117.98,1.744
4.0167,8.0,5.030651340996169,1.1948356807511735,1302.0,2.4942528735632186,36.35,-119.01,1.398
3.4193,34.0,4.537074148296593,1.0192307692307692,1970.0,2.4423076923076925,37.6,-122.39,3.375
3.4286,35.0,5.193548387096774,1.1948356807511735,1846.0,2.0938967136150235,34.04,-117.91,2.661
1.6812,29.0,4.682678311499272,1.0222841225626742,1392.0,2.811881188118812,38.88,-122.08,0.907
3.0875,35.0,6.378,1.1057513914656771,1762.0,2.05564142194745,34.03,-117.91,1.465
1.6563,24.0,3.814946619217082,0.99288256227758,781.0,2.7793594306049823,38.61,-121.47,2.547
2.5504,42.0,3.974609375,1.102803738317757,825.0,2.781710914454277,33.74,-118.36,1.505
2.7457,28.0,5.531481481481482,1.102803738317757,693.0,3.425233644859813,33.16,-117.14,1.875
1.7038,13.0,2.6158357771261,1.0703812316715542,2158.0,3.164222873900293,34.04,-118.27,1.513
3.0,34.0,4.646983311938382,1.0029542097488922,1972.0,3.397341211225997,34.2,-118.59,2.581
4.2297,4.0,4.532455315145814,1.118532455315146,1302.0,2.581818181818182,33.76,-117.96,2.151
2.9485,13.0,4.633540372670807,1.035264483627204,3795.0,2.403022670025189,33.83,-117.76,3.74
2.1875,26.0,5.267175572519084,1.0335463258785942,810.0,2.0938967136150235,34.05,-118.23,1.375
3.4193,34.0,5.649606299212598,1.0117994100294985,752.0,3.2739726027397262,34.2,-118.12,1.625
2.8347,26.0,5.835365853658536,1.1097560975609757,1564.0,4.7682926829268295,33.92,-117.76,1.281
3.2216,24.0,5.928082191780822,1.0493273542600896,866.0,2.82660687593423,34.04,-118.18,2.718
6.2473,33.0,6.726190476190476,1.016156462585034,1793.0,2.8758503401360542,33.94,-117.34,1.181
2.5417,22.0,3.327698309492848,1.016156462585034,1938.0,2.4525357607282183,33.98,-118.28,2.556
5.6874,35.0,6.210344827586207,1.0425925925925923,1762.0,2.62962962962963,33.96,-117.87,1.982
2.4281,36.0,6.326530612244898,1.0117994100294985,967.0,2.7749445676274944,34.06,-118.75,0.966
3.4919,38.0,5.193587223587,0.978021978021978,1574.0,3.3587223587223587,36.61,-119.75,0.966
2.6036,31.0,5.680890538033395,1.1057513914656771,381.0,2.3432282003710574,32.77,-121.98,3.409
4.2287,31.0,5.311643835616438,0.928082191780822,892.0,2.4525357607282183,36.71,-119.45,1.51
2.6471,16.0,5.311643835616438,0.928082191780822,1010.0,2.658536585365854,32.79,-116.91,0.713
1.9906,47.0,3.974609375,1.9903225806451608,781.0,1.82421875,37.75,-122.17,0.907
3.4286,13.0,5.835365853658536,1.1057513914656771,2400.0,2.403022670025189,34.04,-117.09,1.875
4.7147,17.0,5.251482799525504,0.9750889679715302,2400.0,3.848993288590604,34.04,-118.27,4.25
1.2254,38.0,2.096692111959288,1.1603053435114503,3795.0,3.21882951653944,36.06,-119.15,0.658
3.4919,32.0,5.039383561643835,1.1934931506849316,1565.0,2.679794520547945,35.14,-119.46,2.519
3.8201,34.0,5.835365853658536,1.1097560975609757,2294.0,2.8758503401360542,33.87,-117.76,2.25
3.4801,5.0,5.37218045112782,1.0075187969924813,3207.0,2.947895791583168,37.96,-122.08,0.948
3.4286,34.0,5.835365853658536,1.016156462585034,1564.0,2.917633410672854,33.94,-117.65,1.875
1.6812,29.0,4.192200557103064,1.0222841225626742,892.0,3.877437325905293,38.87,-119.01,4.25
1.9906,29.0,8.970967741935484,1.9903225806451608,890.0,2.870967741935484,38.88,-122.72,0.988
3.9063,31.0,4.633540372670807,0.9006211180124224,3171.0,2.4037267080745344,40.86,-124.13,0.498
3.6682,32.0,5.649606299212598,0.9896907216494846,693.0,3.2739726027397262,36.06,-119.01,0.911
3.5518,45.0,4.881782945736434,1.1720430107526882,1938.0,3.138181818181818,33.83,-118.38,2.581
1.9906,38.0,4.3720136518771335,1.0029542097488922,1891.0,4.354838709677419,36.53,-119.33,0.967
3.6908,38.0,5.447674418604652,1.0483271375464684,1011.0,3.758364312267658,37.77,-122.08,1.982
3.4286,51.0,3.8483935742971886,1.1022044088176353,1030.0,2.6462585034013606,32.72,-117.15,2.581
1.9906,29.0,8.970967741935484,1.9903225806451608,890.0,2.870967741935484,38.88,-122.72,0.948
2.5504,26.0,3.725552050473186,1.1093585699263933,2742.0,2.883280757097792,33.96,-117.34,2.151
3.5,38.0,5.649606299212598,1.0029542097488922,1063.0,2.5866141732283463,33.74,-118.1,2.519
1.6953,22.0,5.01119104716227,1.0222841225626742,1423.0,3.877437325905293,33.98,-118.23,1.869
6.2028,31.0,6.702898550724638,1.0483271375464103,1063.0,2.641025641025641,32.83,-117.98,5.00001
3.5518,32.0,4.061594202898551,1.0425925925925923,762.0,2.760869565217391,37.6,-122.1,1.384
3.4801,12.0,5.37218045112782,1.0099255583126552,2515.0,2.9397590361445785,34.03,-117.66,0.948
3.4801,50.0,4.192200557103064,1.0222841225626742,717.0,3.877437325905293,36.06,-119.01,2.198
1.6196,25.0,3.9716981132075473,1.120481927710843,303.0,2.858490566037736,37.78,-120.67,0.851
3.7917,22.0,5.923503325942351,1.1108647450110865,2192.0,2.9225,33.96,-118.28,1.362
2.8793,52.0,3.9716981132075473,1.014760147601476,781.0,2.4942528735632186,40.92,-124.13,0.458
2.933,25.0,5.586466165413534,1.1334586466165413,1972.0,3.706766917293233,33.92,-117.22,2.718
3.8233,29.0,5.492990654205608,1.0461538461538462,1263.0,2.658536585365854,32.79,-121.97,2.519
2.8793,35.0,6.163636363636364,1.02020202020202,1795.0,3.444444444444445,34.08,-118.72,5.00001
